gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ABSLFC,FC
gene_343,1081.6591098502975,-3.0227580703940973,0.08242537188969766,-36.67266523758216,1.992249358700312e-294,1.1513209043929103e-290,3.0227580703940973,-8.127198156859269
gene_4599,1069.3357142666741,-2.3354665423485033,0.06441115277177875,-36.258729146232106,7.239531048183813e-288,2.0918624963727127e-284,2.3354665423485033,-5.047141528761321
gene_695,575.0846052391772,-2.736467248847605,0.0836781994784786,-32.70227210793898,1.4498243976598984e-234,2.792845064692184e-231,2.736467248847605,-6.664364220002558
gene_4449,421.88789998595905,-2.889307928751788,0.09041023321095507,-31.95775330000685,4.215970879023726e-224,6.091023927469528e-221,2.889307928751788,-7.4091494199156775
gene_4436,765.1358023848488,-2.857637371635726,0.09909961151729559,-28.836009827717543,7.58919326703092e-183,8.771589578034337e-180,2.857637371635726,-7.248273388636271
gene_2329,807.9918308678621,-2.492235811273296,0.08830365970300559,-28.223471367500615,3.013271844522597e-175,2.902282998249348e-172,2.492235811273296,-5.6264923854753315
gene_891,581.2862483197205,-2.0782351225857343,0.07611988035063219,-27.302133332484594,4.001301658456007e-164,3.303360326316752e-161,2.0782351225857343,-4.222903040227141
gene_119,862.69012504356,-2.0327542608289213,0.08087734963615842,-25.13378924969276,2.1256244720737003e-139,1.5354979780142393e-136,2.0327542608289213,-4.091852840312746
gene_2657,325.9257063244907,-2.6041873274981264,0.10365155536147291,-25.124440423651354,2.6895239674370053e-139,1.726973223090939e-136,2.6041873274981264,-6.080488898636664
gene_2775,1139.951174732732,-2.4391835033976412,0.09810901776830769,-24.86197047816714,1.919457504701463e-136,1.1092544919669754e-133,2.4391835033976412,-5.423347085218833
gene_394,331.3622036911018,-2.3659667393166557,0.09540616385053546,-24.798887659116133,9.21606753057214e-136,4.841786750834217e-133,2.3659667393166557,-5.1549796748391765
gene_1246,226.82543370471572,-2.7619281259184567,0.11411454135853832,-24.203121644600138,2.0625755835145954e-129,9.933020247609038e-127,2.7619281259184567,-6.783021783135157
gene_434,237.77402491264337,-2.6157529543767004,0.1101491633687569,-23.747370151325562,1.1696778627635783e-124,5.199667976085168e-122,2.6157529543767004,-6.129430153609325
gene_4147,216.75377043352006,-2.6856505183348913,0.11871942783467952,-22.62182835040902,2.642975238605461e-113,1.0909824217072113e-110,2.6856505183348913,-6.433708262908805
gene_1886,318.57822254372803,-2.206942369025427,0.0986515194531542,-22.37109353468619,7.526898630550406e-111,2.899863145730053e-108,2.206942369025427,-4.616957233958546
gene_2542,277.6086410137968,-2.3998060108137564,0.10818476365202621,-22.182476809143633,5.070910592145324e-109,1.8315495195004893e-106,2.3998060108137564,-5.277321990531341
gene_3096,175.61312701386152,-3.5371920808955704,0.16026262065501962,-22.071223261160252,5.975295488850561e-108,2.031248978239258e-105,3.5371920808955704,-11.609163207618426
gene_4645,210.95497391840127,-2.440137281772743,0.11137630878418457,-21.908943727889483,2.1347581065538961e-106,6.85375949876387e-104,2.440137281772743,-5.426933693095033
gene_949,15482.684216564805,3.0796901371622667,0.14156168192639126,21.75511123669492,6.179642214460861e-105,1.8795869661773323e-102,3.0796901371622667,8.454328304172307
gene_3570,2874.2275308898265,1.7597491057427836,0.08273092830477223,21.270752568616768,2.1185446911590062e-100,6.121534885103948e-98,1.7597491057427836,3.386392282111689
